Field	Time	EricAutoLabel:C7:X	EricAutoLabel:C7:Y	EricAutoLabel:C7:Z	EricAutoLabel:CLAV:X	EricAutoLabel:CLAV:Y	EricAutoLabel:CLAV:Z	EricAutoLabel:LANK:X	EricAutoLabel:LANK:Y	EricAutoLabel:LANK:Z	EricAutoLabel:LBHD:X	EricAutoLabel:LBHD:Y	EricAutoLabel:LBHD:Z	EricAutoLabel:LBWT:X	EricAutoLabel:LBWT:Y	EricAutoLabel:LBWT:Z	EricAutoLabel:LELB:X	EricAutoLabel:LELB:Y	EricAutoLabel:LELB:Z	EricAutoLabel:LFHD:X	EricAutoLabel:LFHD:Y	EricAutoLabel:LFHD:Z	EricAutoLabel:LFIN:X	EricAutoLabel:LFIN:Y	EricAutoLabel:LFIN:Z	EricAutoLabel:LFRM:X	EricAutoLabel:LFRM:Y	EricAutoLabel:LFRM:Z	EricAutoLabel:LFWT:X	EricAutoLabel:LFWT:Y	EricAutoLabel:LFWT:Z	EricAutoLabel:LHEE:X	EricAutoLabel:LHEE:Y	EricAutoLabel:LHEE:Z	EricAutoLabel:LKNE:X	EricAutoLabel:LKNE:Y	EricAutoLabel:LKNE:Z	EricAutoLabel:LMT5:X	EricAutoLabel:LMT5:Y	EricAutoLabel:LMT5:Z	EricAutoLabel:LSHN:X	EricAutoLabel:LSHN:Y	EricAutoLabel:LSHN:Z	EricAutoLabel:LSHO:X	EricAutoLabel:LSHO:Y	EricAutoLabel:LSHO:Z	EricAutoLabel:LTHI:X	EricAutoLabel:LTHI:Y	EricAutoLabel:LTHI:Z	EricAutoLabel:LTOE:X	EricAutoLabel:LTOE:Y	EricAutoLabel:LTOE:Z	EricAutoLabel:LUPA:X	EricAutoLabel:LUPA:Y	EricAutoLabel:LUPA:Z	EricAutoLabel:LWRA:X	EricAutoLabel:LWRA:Y	EricAutoLabel:LWRA:Z	EricAutoLabel:LWRB:X	EricAutoLabel:LWRB:Y	EricAutoLabel:LWRB:Z	EricAutoLabel:RANK:X	EricAutoLabel:RANK:Y	EricAutoLabel:RANK:Z	EricAutoLabel:RBAC:X	EricAutoLabel:RBAC:Y	EricAutoLabel:RBAC:Z	EricAutoLabel:RBHD:X	EricAutoLabel:RBHD:Y	EricAutoLabel:RBHD:Z	EricAutoLabel:RBWT:X	EricAutoLabel:RBWT:Y	EricAutoLabel:RBWT:Z	EricAutoLabel:RELB:X	EricAutoLabel:RELB:Y	EricAutoLabel:RELB:Z	EricAutoLabel:RFHD:X	EricAutoLabel:RFHD:Y	EricAutoLabel:RFHD:Z	EricAutoLabel:RFIN:X	EricAutoLabel:RFIN:Y	EricAutoLabel:RFIN:Z	EricAutoLabel:RFRM:X	EricAutoLabel:RFRM:Y	EricAutoLabel:RFRM:Z	EricAutoLabel:RFWT:X	EricAutoLabel:RFWT:Y	EricAutoLabel:RFWT:Z	EricAutoLabel:RHEE:X	EricAutoLabel:RHEE:Y	EricAutoLabel:RHEE:Z	EricAutoLabel:RKNE:X	EricAutoLabel:RKNE:Y	EricAutoLabel:RKNE:Z	EricAutoLabel:RMT5:X	EricAutoLabel:RMT5:Y	EricAutoLabel:RMT5:Z	EricAutoLabel:RSHN:X	EricAutoLabel:RSHN:Y	EricAutoLabel:RSHN:Z	EricAutoLabel:RSHO:X	EricAutoLabel:RSHO:Y	EricAutoLabel:RSHO:Z	EricAutoLabel:RTHI:X	EricAutoLabel:RTHI:Y	EricAutoLabel:RTHI:Z	EricAutoLabel:RTOE:X	EricAutoLabel:RTOE:Y	EricAutoLabel:RTOE:Z	EricAutoLabel:RUPA:X	EricAutoLabel:RUPA:Y	EricAutoLabel:RUPA:Z	EricAutoLabel:RWRA:X	EricAutoLabel:RWRA:Y	EricAutoLabel:RWRA:Z	EricAutoLabel:RWRB:X	EricAutoLabel:RWRB:Y	EricAutoLabel:RWRB:Z	EricAutoLabel:STRN:X	EricAutoLabel:STRN:Y	EricAutoLabel:STRN:Z	EricAutoLabel:T10:X	EricAutoLabel:T10:Y	EricAutoLabel:T10:Z
154	1.2750	8.2322	84.189	1428.7	183.4	181.45	1360.9	-352.63	-109.65	208.01	19.35	170.08	1568.4	-84.104	101.16	996.86	54.146	411.61	1116.7	127.05	227.96	1640.2	277.86	311.47	1302	162.86	359.42	1147.4	42.943	224.22	879.23	-389.12	-206.48	200.37	-223.71	20.708	514.47	-353.31	-79.861	58.135	-292.96	-16.719	404.9	6.9592	254.52	1441.1	-75.957	171.6	687.51	-276.75	-82.407	46.253	-22.66	355.6	1287.5	180.17	300.18	1296.4	246.54	352.37	1198.1	150.98	-6.7046	170.58	11.712	-4.3283	1350.7	76.211	36.663	1554	11.627	-55.419	986.76	113.13	-269.71	1313.3	209.28	125.27	1643.2	229.91	-188.66	1016.5	178.48	-246.29	1144.4	197.06	16.634	905.97	50.581	20.538	132.14	276.25	18.331	510.57	233.47	32.844	68.658	201.99	-15.87	321.39	156.41	-1.6125	1450.6	291.69	15.022	664.01	292.62	113.21	66.961	170.33	-74.344	1438.7	220.4	-157.68	1122.1	156.92	-255.37	1060.2	224.56	189.68	1174.1	-39.124	43.368	1249.8
155	1.2833	29.958	97.344	1433.9	204.79	194.26	1365.9	-339.73	-99.72	219.98	41.925	181.36	1573.2	-60.256	118.22	1002	70.695	428.07	1124.8	150.05	238.39	1644.6	295.68	320.63	1304.9	178.22	373.25	1152.7	67.385	239.92	885.17	-374.86	-196.98	219.04	-202.83	35.22	521.51	-349.83	-77.145	68.404	-275.06	-4.498	414.41	29.279	265.55	1447.3	-54.146	187.22	692.95	-274.46	-79.606	47.781	-2.546	369.35	1297.3	198.08	313.42	1302.2	263.09	362.39	1201.9	198.17	23.933	156.16	33.523	10.184	1356.1	98.107	48.12	1557.8	33.947	-39.464	991.26	130.36	-254.69	1315.8	231.6	135.79	1647.2	252.14	-170.41	1022.3	197.57	-229.74	1148.1	220.15	31.486	910.29	101.67	53.976	111.26	293.47	31.571	508.44	289.06	69.507	64.669	235.42	6.7046	310.36	177.97	11.033	1454.8	309.17	27.582	664.6	347.19	150.13	72.647	191.55	-61.36	1442.9	241.11	-140.71	1127.9	177.63	-236.61	1063.4	246.54	203.43	1179.2	-17.313	58.135	1255
156	1.2917	51.769	109.9	1438.3	226.51	206.99	1370.4	-326.23	-89.536	232.11	64.33	192.65	1577.4	-36.323	134.94	1006.6	86.141	445.05	1131.7	172.79	249	1648.4	314.69	331.07	1304	193.33	386.74	1155.9	91.318	255.79	890.35	-359.25	-187.47	237.8	-180.43	50.921	526.78	-346.26	-73.835	80.709	-255.37	8.8263	422.47	51.769	276.84	1452.5	-31.825	203.43	697.95	-273.95	-76.89	49.393	16.804	382.75	1305.4	216.58	326.91	1304.9	279.64	373.25	1202.2	245.86	54.231	144.61	55.334	24.951	1360.8	120.17	59.577	1561.3	56.267	-23.424	995.67	148.26	-239.67	1316	253.92	146.48	1650.9	274.97	-152.08	1026.3	217.35	-212.42	1150	243.74	46.168	913.69	152.93	86.141	93.27	309.85	44.471	505.47	344.48	103.45	64.584	268.69	29.11	300.35	199.86	23.763	1458.2	325.72	39.464	663.41	401.09	183.99	81.643	212.76	-48.969	1446.1	262.16	-123.4	1132.3	198.85	-217.52	1065	268.78	217.01	1183.9	4.0737	72.307	1259.7
157	1.3000	73.75	122.04	1442.2	248.66	219.47	1374.2	-312.57	-79.861	244.84	86.735	204.11	1581	-12.9	150.98	1010.6	100.4	460.75	1136.9	195.37	260.29	1651.9	335.06	342.61	1299.3	207.59	400.66	1157	115	271.41	894.25	-342.61	-177.8	256.56	-156.75	67.555	530.51	-342.78	-69.846	95.222	-234.57	23.339	429.26	74.175	288.64	1457.1	-8.5717	219.89	701.52	-274.89	-75.108	50.581	35.645	395.57	1311.9	235.68	340.32	1304.1	295.93	385.3	1199.2	293.22	83.34	136.47	77.23	39.039	1364.4	141.98	71.204	1564.5	78.333	-7.4684	999.49	166.6	-224.65	1314.1	276.16	157.35	1653.7	298.82	-133.07	1028.9	238.05	-194.43	1150.1	267.84	61.105	916.23	204.36	117.29	78.163	325.81	57.625	501.31	398.12	135.53	67.555	302.04	51.006	291.69	221.67	35.899	1461	341.34	50.921	660.44	453.28	215.23	93.524	233.98	-36.918	1448.2	284.39	-105.92	1135	221.17	-198.17	1065.3	291.01	230.84	1187.9	25.8	86.056	1263.5
158	1.3083	95.646	134.35	1445.6	270.56	231.77	1376.9	-298.57	-70.101	258.34	108.72	215.73	1583.8	10.099	167.36	1013.6	112.7	474.67	1140.7	217.86	272	1654.7	356.36	355.09	1290.8	221.34	415.17	1156	138.67	286.77	897.31	-325.3	-168.21	275.31	-131.97	85.123	532.89	-337.86	-64.33	111.69	-213.1	38.785	435.71	96.495	300.86	1460.4	15.446	236.19	703.72	-272.6	-71.289	63.227	54.146	407.71	1317	256.3	354.49	1300.9	311.8	399.22	1192.9	338.88	111.77	131.21	99.295	52.024	1366.8	163.88	83.086	1566.9	100.48	7.723	1002.1	185.1	-209.79	1311	298.48	168.46	1655.9	323.6	-114.06	1030.8	260.04	-176.27	1148.9	291.69	76.127	917.51	255.11	147.59	66.791	342.1	71.034	496.39	448.7	165.49	73.241	334.55	72.647	285.16	242.81	47.781	1462.6	356.45	61.954	655.94	502.5	243.49	106.93	254.94	-25.206	1449.2	307.56	-88.432	1136.4	244.67	-178.73	1064.3	312.99	244.5	1191.2	47.696	99.55	1266.2
159	1.3167	117.54	147.16	1448.2	292.29	244.42	1379	-283.37	-60.086	272.94	130.7	227.79	1585.8	33.014	183.48	1015.2	123.74	487.82	1143.6	240.26	283.8	1656.6	377.83	368.5	1279.1	234.57	429.18	1152.3	162.1	301.96	899.77	-308.07	-158.28	293.3	-106	103.28	534.41	-331.24	-57.286	128.91	-190.95	54.74	442.25	118.48	313.25	1462.5	40.482	252.91	704.91	-268.78	-64.669	76.89	72.392	419.76	1321.1	277.69	369.43	1295.3	327.17	414.41	1184.1	381.65	138.67	128.91	120.85	64.33	1367.7	185.35	94.713	1568.7	122.89	23.254	1003.5	203.85	-194.69	1306.3	320.55	179.5	1657	348.89	-95.137	1031.1	282.1	-158.36	1146.4	316.81	89.96	917.93	303.32	177.2	59.153	358.74	84.274	491.22	496.05	192.74	81.643	365.61	93.355	280.23	264.02	59.662	1463	371.72	72.817	650.6	548.08	268.69	122.21	275.91	-13.664	1448.8	331.32	-71.289	1136.6	269.12	-158.79	1061.9	335.23	257.83	1194	69.761	112.7	1268.1
160	1.3250	139.1	159.72	1449.5	313.93	256.81	1380.5	-267.33	-49.733	288.3	152.93	239.75	1586.9	55.334	199.19	1016	135.02	500.38	1145	262.41	295.17	1657.8	399.56	383.26	1263.7	247.31	443.77	1146.8	185.69	317.58	901.55	-291.1	-147.67	310.96	-78.927	121.96	535.43	-322.16	-49.054	146.4	-167.7	71.034	448.19	140.54	325.98	1463.5	66.282	269.54	705.34	-262.16	-55.843	91.403	90.469	432.49	1323.9	299.58	384.54	1286.6	341.68	430.37	1173.5	420.94	163.88	128.91	142.49	76.551	1367.6	207.08	106.42	1569.5	145.38	39.124	1003.6	223.2	-179.41	1299.8	342.7	190.87	1657.4	374.86	-75.787	1029.9	304.93	-140.8	1142.6	344.14	102.52	918.27	347.53	205.3	54.825	376.13	97.174	486.63	539	217.43	91.318	395.23	113.47	277.18	285.33	71.544	1462.5	387.85	83.765	645.17	589.15	290.84	137.91	297.12	-2.2066	1447.3	355.26	-53.891	1135.9	293.39	-138.67	1057.2	357.55	271.24	1196	91.403	125.77	1268.9
161	1.3333	160.65	172.37	1449.5	335.57	269.29	1381.2	-249.94	-38.191	303.32	175.17	251.97	1587.4	77.654	214.55	1015.6	146.31	512.01	1144.7	284.73	306.71	1658	421.03	399.3	1245.4	259.78	458.63	1139.9	209.71	333.45	902.49	-273.53	-135.45	328.61	-51.006	140.71	535.69	-309.85	-39.209	163.8	-143.17	87.923	453.96	162.35	339.47	1464	92.761	286.17	704.15	-252.65	-46.592	106.42	108.04	444.71	1325	321.82	399.81	1275.4	354.58	447.08	1160.3	455.74	187.64	129.85	164.3	88.857	1366.6	228.97	118.73	1569.3	167.61	54.655	1002.5	243.15	-164.47	1291.8	364.68	202.41	1657.5	401	-56.183	1027	328.44	-123.4	1137.3	368.5	117.03	914.11	386.83	232.03	52.958	394.38	109.9	482.64	576.34	240.6	100.48	423.32	132.39	275.48	306.71	83.171	1461.2	405.5	94.713	640.24	625.82	311.04	151.4	318.42	8.5717	1444.3	379.87	-36.323	1133.5	318	-118.39	1050.9	379.78	284.9	1197.3	113.47	138.33	1268.8
162	1.3417	182.38	184.84	1448.6	357.04	281.51	1381	-230.67	-24.781	317.66	197.23	264.53	1586.8	99.89	229.4	1013.9	157.18	522.7	1143.3	307.05	318.51	1657.3	441.74	416.62	1224.5	271.49	472.37	1131.2	233.56	349.49	902.66	-254.18	-120.85	345.92	-21.896	160.23	534.84	-294.75	-28.516	180.6	-117.46	105.83	459.56	184.33	353.22	1463.5	119.66	303.06	702.03	-240.77	-38.021	121.28	125.6	456.33	1325	344.22	415.34	1261.8	366.88	463.8	1144.7	486.46	210.05	131.04	185.78	100.65	1364.2	250.78	131.04	1568.4	189.85	69.507	1000.7	263.85	-149.71	1282.2	387.17	214.04	1656.7	427.56	-36.323	1023.1	352.63	-105.92	1130.4	391.24	132.05	910.55	420.27	257.32	52.958	413.82	123.14	479.25	608.33	262.41	107.36	449.21	150.9	274.12	327.93	94.034	1458.3	425.44	106.17	636.09	657.13	330.56	161.08	339.81	19.18	1439.7	405.24	-19.35	1130.2	343.8	-98.277	1043.7	402.44	298.06	1197.6	135.02	150.64	1267.4
163	1.3500	204.11	197.4	1446.7	378.51	293.56	1379.5	-209.88	-9.7598	331.24	219.55	277.18	1585.2	122.04	243.74	1010.7	167.87	532.97	1141	329.54	330.39	1655.7	461.68	434.95	1201	281.42	485.02	1120.1	257.23	365.61	902.06	-233.13	-104.56	363.23	8.2322	180.6	532.72	-277.86	-17.737	196.47	-90.639	124.42	464.23	206.14	367.05	1462	146.82	320.55	699.4	-226.51	-29.789	135.7	143.17	467.71	1324.3	366.54	431.13	1246.1	379.61	480.27	1127.6	513.11	230.42	131.29	206.99	111.6	1360.6	272.94	142.58	1567	211.75	84.274	997.88	285.33	-134.77	1270.9	409.32	226	1655.2	455.06	-16.295	1018.3	377.49	-88.093	1122.3	412.37	147.16	907.32	448.19	280.57	53.382	434.01	136.81	476.45	635.66	282.78	110.84	472.37	168.63	272	348.89	104.73	1454.4	447.42	119.15	632.78	683.53	349.32	167.19	361.37	29.619	1433.9	431.3	-2.4612	1125.6	370.87	-77.909	1035.6	424	311.04	1196.1	156.16	163.37	1265
164	1.3583	225.75	209.88	1443.6	399.56	305.69	1377.5	-187.73	6.5348	344.14	241.7	289.48	1583.1	144.28	258.59	1006.2	179.07	542.48	1137.5	352.2	342.36	1653.7	479.76	453.96	1175	289.65	497.92	1107.1	280.91	381.14	900.28	-210.81	-86.65	380.72	39.209	201.82	529.32	-259.61	-6.5348	211.24	-62.293	144.28	467.11	227.53	380.63	1459.6	174.32	338.45	695.83	-210.3	-21.556	149.54	160.57	478.82	1322.4	388.44	447.51	1227.8	391.07	497.07	1109.1	535.69	248.66	130.19	228.12	122.46	1356.3	294.92	154.71	1564.8	233.73	99.041	994.06	307.31	-119.66	1258.4	431.13	238.05	1653.1	484.26	3.6493	1012.6	403.29	-70.101	1113.3	433.42	162.44	903.25	471.27	300.09	52.788	454.72	150.9	473.82	658.91	301.28	111.18	493.25	185.52	269.54	369.94	115.51	1449.6	469.91	134.94	629.89	705.85	367.31	169.48	383.01	39.888	1427	457.86	14.258	1119.9	398.79	-58.219	1026.9	444.88	325.04	1194.5	177.46	175.85	1261.7
165	1.3667	247.56	221.93	1439.4	420.61	317.58	1375	-164.3	24.272	355.85	263.94	301.54	1580.2	165.92	273.61	1001.4	191.21	551.81	1133.6	374.52	354.15	1650.7	496.14	473.73	1147.4	302.89	511.84	1096.7	304.51	396.33	897.82	-187.13	-67.046	397.35	70.78	223.8	524.4	-239.67	4.8375	225.58	-32.504	164.98	468.47	248.83	394.3	1456.3	202.33	356.19	690.91	-192.48	-12.985	163.37	177.97	489.52	1319.7	409.32	464.23	1208	401.09	513.88	1089.4	554.78	264.62	127.73	249.6	133.41	1351.4	316.64	167.53	1561.6	255.96	113.98	989.39	330.05	-104.47	1244.8	453.19	249.94	1650.2	513.71	24.442	1005.5	429.94	-52.364	1103.6	454.55	177.03	899.18	490.11	315.62	50.327	475.51	166.26	471.27	678.01	317.75	108.55	512.26	200.71	266.74	391.16	126.03	1444.1	492.06	152.85	628.02	724.6	384.11	167.53	404.74	49.733	1418.9	484.68	31.147	1113.2	428.16	-38.7	1017.1	466.01	338.62	1192.6	198.59	188.41	1257.5
166	1.3750	269.37	234.07	1434.2	441.57	329.63	1371.7	-139.35	43.283	365.95	285.92	313.25	1576.5	187.3	288.72	996.26	203.43	560.89	1129.3	396.93	366.04	1647.2	510.74	494.19	1118.6	313.76	525.33	1084.2	328.18	411.61	895.02	-161.08	-45.404	413.14	103.03	246.63	518.46	-218.79	17.313	239.41	-2.0368	187.22	468.56	269.96	407.37	1452.1	230.16	374.01	685.65	-172.96	-3.9888	177.12	195.2	500.38	1316.5	429.09	481.2	1186.4	410.08	530.17	1068.7	570.91	278.28	123.74	270.98	144.36	1345.8	338.62	179.67	1558.2	276.33	128.41	984.04	353.64	-89.026	1230	475.43	261.73	1646.7	542.9	45.404	996.94	457.01	-34.711	1092.9	474.33	189.68	896.29	504.88	327.59	46.168	496.48	182.55	468.98	692.95	331.75	103.03	530.17	215.06	263.68	412.12	136.81	1437.7	513.96	170.16	627.09	739.88	399.39	160.65	426.8	59.662	1409.7	512.26	48.12	1105.5	457.86	-18.247	1006.9	486.89	351.86	1189.3	219.38	200.8	1252.1
167	1.3833	290.93	246.37	1428.7	462.45	342.1	1367.6	-113.04	64.075	375.37	308.24	325.04	1572.2	208.78	304	990.24	214.97	569.04	1123.8	419.16	378	1642.9	523.38	514.81	1088.8	323.6	538.15	1070.7	351.78	426.29	891.2	-133.07	-21.981	427.99	135.96	270.3	511.75	-196.55	30.468	252.65	29.279	210.81	467.03	290.59	420.27	1447.3	258.25	391.75	680.05	-151.49	6.2802	190.87	212.76	511.24	1312.4	448.02	498.26	1163.4	417.89	546.13	1047.4	584.4	289.74	118.65	291.61	155.39	1339	360.69	191.55	1554	295.68	142.41	977.68	377.83	-73.75	1214	497.5	273.78	1642.4	572.35	66.282	987.35	484.68	-16.719	1081	495.63	204.53	895.53	516.08	336.67	41.076	518.46	199.52	467.11	704.91	343.72	94.967	549.18	229.23	261.05	433.25	147.33	1430.2	536.62	186.37	625.99	752.35	412.88	150.3	448.95	69.761	1399.2	540.78	65.094	1096.6	486.55	2.1217	995.67	507.09	365.44	1185.5	239.92	213.1	1246
168	1.3917	312.31	258	1422.3	483.15	354.58	1362.9	-85.207	85.886	383.26	330.39	337.35	1567.6	229.91	319.95	983.28	227.45	576.85	1117.9	441.14	390.22	1638	533.99	535.77	1058.4	333.11	550.71	1057.1	375.03	440.8	886.62	-103.54	2.3763	441.06	169.57	294.49	504.37	-172.45	44.98	265.47	61.699	235	463.89	311.04	433.68	1441.5	286.43	409.49	673.34	-128.49	17.822	204.02	230.67	522.02	1307.4	466.26	515.32	1139.7	424.93	561.49	1026.4	595.94	299.07	112.79	312.48	166.77	1331.2	382.67	203.68	1549.1	315.37	156.58	971.06	403.04	-58.05	1197.3	520.07	285.84	1637.6	602.31	87.414	976.91	513.11	1.0184	1067.9	516.59	217.69	894.93	524.31	342.19	36.069	542.05	217.18	465.25	714.67	354.49	84.953	567.94	242.64	257.83	454.13	157.77	1421.6	559.62	202.49	624.2	762.54	425.7	136.89	471.19	79.946	1387.5	569.72	81.813	1086.3	515.57	22.575	982.94	527.45	378.77	1181.2	260.8	226	1239.9
169	1.4000	333.7	269.71	1415.5	503.69	366.88	1357.6	-55.758	108.46	390.22	352.37	349.32	1562.5	251.04	335.31	975.64	241.28	585.5	1111.9	463.55	402.1	1632.2	542.65	556.65	1027.3	342.36	563.27	1042.5	398.45	455.15	881.61	-73.156	27.582	452.69	203.43	319.02	496.05	-146.65	61.02	277.6	94.713	259.7	459.81	331.66	446.66	1434.5	314.35	427.39	666.21	-104.22	31.147	215.73	248.83	532.63	1301.4	482.9	532.38	1114.3	431.13	576.85	1005.3	605.96	307.22	106.76	333.62	178.73	1323	405.07	215.31	1543.7	335.14	171.35	964.35	429.52	-41.925	1179.7	542.39	297.72	1632	632.52	108.97	965.37	542.31	19.265	1053.6	538.32	229.82	894	529.66	344.99	33.098	566.24	234.57	462.7	721.72	364.42	71.968	585.5	254.94	254.01	475.26	168.21	1413	582.79	219.81	621.91	770.86	439.19	118.65	493.17	90.469	1374.7	599.08	98.532	1075.2	545.87	42.943	969.02	547.74	392.09	1176.2	281.59	239.33	1233.3
170	1.4083	355.09	281.42	1408.4	524.14	379.1	1351.8	-25.036	132.14	397.01	374.69	360.86	1556.4	271.75	350.42	967.66	255.11	594.33	1105.2	485.61	413.9	1626.1	549.18	577.27	996.01	351.44	575.15	1027.9	422.3	469.32	875.75	-41.076	53.467	462.87	237.8	344.22	487.4	-118.65	79.521	288.55	128.24	284.99	455.06	352.12	459.47	1427	341.85	446.15	659.51	-77.569	47.017	226.6	267.5	543.07	1294.2	498.09	549.18	1088.1	436.39	592.21	984.04	615.97	314.35	101.25	354.58	190.78	1314.9	427.65	226.94	1538.3	354.58	186.37	957.82	456.67	-25.8	1161.2	564.63	309.6	1625.6	662.22	131.04	952.39	571.59	37.766	1038.4	560.98	242.81	892.47	533.14	346.52	34.032	590.85	252.06	459.56	726.13	373.76	56.352	603.07	267.33	250.7	496.82	178.9	1403.5	605.53	238.48	619.2	777.9	452.43	93.694	515.74	101.16	1361.3	629.38	115.84	1063	576.59	63.736	954.17	568.02	405.67	1170.7	301.88	252.57	1225.8
171	1.4167	376.39	292.62	1401.2	545.19	391.24	1345.4	6.3651	156.58	403.29	396.76	372.66	1550.1	291.86	365.87	959.52	269.29	603.24	1097.7	507.51	425.87	1620.1	553.76	597.22	965.29	360.43	586.95	1013.7	444.79	482.56	869.05	-8.2322	80.2	471.87	272.68	369.85	478.99	-88.857	100.65	298.06	161.93	310.62	450.31	372.32	472.21	1419.3	369.18	464.74	652.55	-48.544	66.112	236.19	286.68	553.93	1286.3	512.26	565.9	1061.2	440.97	607.57	963.25	625.99	320.46	98.701	375.63	202.33	1305.8	449.88	238.82	1532.2	373.76	201.05	950.69	485.02	-8.8263	1141.8	586.78	321.82	1619.2	692.35	152.68	938.72	601.46	56.777	1022.7	583.89	256.47	889.16	536.62	346.86	37.766	616.23	269.96	457.01	729.52	382.25	39.973	620.81	279.72	248.75	518.46	189.59	1393.5	628.53	257.83	615.46	784.09	463.72	64.16	538.74	112.28	1347.5	660.02	133.58	1049.7	607.4	85.038	938.98	588.56	419.16	1164.6	321.9	265.81	1217.7
172	1.4250	398.12	303.83	1393.8	566.24	403.97	1338.6	39.633	181.87	408.38	418.57	384.37	1543.7	311.38	381.14	951.28	284.39	612.32	1090	529.58	437.75	1614.4	556.39	616.99	935.41	369.26	599.34	999.49	466.43	495.46	862.09	25.291	107.61	479.33	308.16	395.48	471.02	-56.946	124.16	305.69	196.04	336.67	445.13	392.51	484.94	1411.4	395.99	483.32	645.42	-17.398	88.093	244.08	306.37	565.14	1278.4	525.08	581.94	1034.1	444.62	623.69	943.73	633.62	326.06	98.362	396.76	213.61	1296.4	472.37	250.61	1525.5	392.85	215.23	943.31	514.55	8.7414	1122.5	608.93	334.04	1613.2	723.07	174.49	924.72	631.84	76.296	1006.5	605.7	268.86	884.15	540.01	346.6	41.331	643.38	288.55	456.67	734.96	383.18	36.578	639.39	291.18	249.17	540.69	200.71	1382.9	653.14	275.91	611.81	788.08	471.36	53.042	562	123.65	1333.1	690.57	152	1035.6	638.38	106.51	923.79	609.27	432.49	1158	342.27	278.54	1210
173	1.4333	420.1	315.62	1386.7	587.46	416.79	1331.8	74.344	208.35	412.37	440.63	395.91	1537.7	330.39	396.25	942.63	300.35	622.17	1082.3	551.13	449.97	1608.7	557.58	636.34	907.32	377.92	612.32	986.17	488.25	508.36	854.87	59.577	135.36	485.11	344.56	421.88	462.95	-23.084	149.96	311.04	230.93	363.32	440.04	412.54	497.75	1403.1	422.98	502.08	638.72	15.361	112.53	249.68	325.98	575.83	1270.5	536.37	597.13	1007.4	448.02	640.84	926.16	637.78	330.31	98.871	417.8	225.24	1287.5	495.2	262.41	1519.1	411.52	229.06	936.43	544.94	27.158	1103.3	631.16	346.26	1607.5	754.05	196.98	910.55	662.56	96.919	990.07	625.56	280.91	879.06	542.14	347.02	43.283	671.05	307.14	457.86	738.44	383.18	34.372	657.98	302.13	251.04	563.69	211.75	1372.3	678.09	291.86	609.27	790.97	472.29	41.925	585.59	135.36	1317.7	721.21	172.03	1021.7	670.29	128.49	908.43	629.89	446.32	1151.1	362.05	291.61	1203.1
174	1.4417	442.42	327.76	1380.4	608.59	429.6	1325	110.24	235.42	414.58	462.62	407.71	1532.1	349.91	410.42	934.31	315.88	633.03	1075.2	572.86	461.85	1603.5	557.58	655.35	882.54	387	625.65	974.62	509.72	521.17	847.75	94.034	163.12	488.84	381.65	447.42	455.57	11.966	177.12	314.18	266.91	389.8	435.29	433	510.82	1395.2	449.63	520.75	632.69	50.327	138.42	253.92	345.58	586.44	1262.2	546.21	610.79	981.84	451.58	658.32	911.23	640.75	333.7	99.89	438.94	237.46	1280.2	517.52	274.46	1513.3	430.2	242.81	930.66	575.66	45.914	1084	652.97	358.31	1602.1	785.37	220.23	897.31	693.54	118.73	973.77	644.49	293.39	874.14	543.07	348.13	44.725	696.17	324.37	457.52	740.05	383.43	33.777	672.83	312.74	251.55	586.69	222.69	1361.5	701.26	307.31	608.08	792.41	474.67	35.135	609.86	147.92	1302	751.76	194.26	1008.4	702.96	151.15	893.74	650.85	460.32	1143.8	381.74	305.19	1196.7
175	1.4500	464.57	339.9	1375.1	629.97	442.84	1318.8	146.99	262.75	415.43	484.43	419.67	1527.1	369.18	423.58	926.5	331.66	644.83	1069.2	594.84	473.65	1598.7	556.73	672.92	861.41	395.57	639.14	964.27	530.09	533.99	840.87	129.17	191.29	490.62	418.48	471.27	450.05	48.629	205.13	315.28	303.83	416.36	431.38	453.96	524.14	1388.1	476.45	539.76	627.85	86.565	165.32	255.96	365.19	597.13	1254.2	554.36	622.85	958.24	455.06	675.8	898.75	643.21	336.59	100.48	460.49	249.94	1274.5	539.51	286.68	1507.8	448.7	256.47	925.4	607.65	65.603	1065.4	674.78	370.36	1597	817.19	244.42	885.68	725.79	141.9	959.01	662.99	305.69	869.3	543.41	349.06	45.914	715.86	338.62	454.13	740.64	383.52	33.438	682.59	320.55	250.78	609.95	234.49	1351	722.23	321.73	606.47	792.58	476.7	32.844	634.47	161.42	1286.8	782.23	218.53	996.09	736.23	174.4	880.42	672.15	473.82	1136.4	401.93	318.51	1191.6
